LONG;0.5000000;1.0000000;0.2173316;OK; 0.5229623;-0.6965402; 60;  0.4598346; 428065200 11_00_00 PC.gif; True; 0.20; 28; 0.21;0.29;0.23;0.04;-0.23;-0.15;-0.09;-0.47;-0.59;-0.41;-0.38;-0.45;-0.54;-0.35;0.01;0.49;0.20;0.22;0.04;-0.16;-0.21;0.07;0.16;0.21;0.39;0.27;0.22
LONG;0.5000000;1.0000000;0.1175866;BAD; 0.3152713;-0.9017116; 10;  0.4185152; 428066400 11_20_00 PC.gif; True; 0.20; 24; -0.44;-0.35;-0.30;-0.68;-0.80;-0.61;-0.59;-0.66;-0.74;-0.56;-0.19;0.28;-0.01;0.01;-0.17;-0.37;-0.41;-0.14;-0.05;0.01;0.18;0.07;0.01;0.19;-0.09;-0.11;0.12
LONG;0.5000000;1.0000000;0.3898677;OK; 0.6704550;-0.5508368; 20;  0.3193232; 428067600 11_40_00 PC.gif; True; 0.20; 20; -0.44;-0.26;-0.24;-0.30;-0.39;-0.20;0.16;0.63;0.35;0.37;0.19;-0.02;-0.06;0.21;0.31;0.36;0.53;0.42;0.36;0.54;0.26;0.24;0.47;0.53;0.36;0.45;0.39
LONG;0.5000000;1.0000000;0.9883731;OK; 0.9883731;-0.0941015; 80;  0.7118268; 428072400 01_00_00 PC.gif; True; 0.20; 29; 0.32;0.21;0.15;0.33;0.05;0.03;0.26;0.31;0.15;0.23;0.18;0.07;-0.07;0.11;0.27;0.34;0.36;0.46;0.46;0.77;0.94;0.82;0.80;0.78;0.89;0.89;0.98
LONG;0.5000000;1.0000000;1.0000000;OK; 2.1793474;-0.4059845; 590;  0.9839347; 428107800 10_50_00 PC.gif; True; 0.20; 5; 1.02;1.49;0.70;1.01;0.82;0.53;-0.00;0.09;0.48;0.54;0.74;0.64;1.28;1.08;0.84;0.77;0.12;0.04;0.32;0.25;0.37;0.43;0.33;0.27;0.37;0.54;0.36
LONG;0.5000000;1.0000000;1.3000000;OK; 1.3426720;-0.3715343; 500; - 0.7670730; 428137800 07_10_00 PC.gif; True; 0.20; 17; -0.05;0.24;0.15;0.11;-0.13;-0.06;-0.12;0.17;0.34;0.39;0.46;0.57;1.01;0.95;0.80;0.82;0.81;0.71;0.65;0.57;0.72;0.65;0.51;0.58;0.65;0.53;0.27
LONG;0.5000000;1.0000000;1.3000000;OK; 1.5321886;-0.1852234; 10;  0.5096206; 428138400 07_20_00 PC.gif; True; 0.20; 15; 0.34;0.30;0.06;0.13;0.07;0.36;0.53;0.57;0.64;0.76;1.19;1.14;0.99;1.00;1.00;0.89;0.83;0.76;0.91;0.83;0.70;0.77;0.83;0.72;0.45;0.97;1.03
LONG;0.5000000;1.0000000;1.3000000;OK; 1.4029729;-0.6142704; 15; - 0.3659815; 428139300 07_35_00 PC.gif; True; 0.20; 30; -0.31;-0.37;-0.07;0.10;0.15;0.21;0.33;0.76;0.71;0.56;0.57;0.57;0.46;0.40;0.33;0.48;0.40;0.27;0.34;0.40;0.29;0.02;0.54;0.60;0.91;0.98;1.30
LONG;0.5000000;1.0000000;1.3000000;OK; 1.7746963;-0.2399611; 20; - 0.3226351; 428140500 07_55_00 PC.gif; True; 0.20; 27; 0.45;0.52;0.63;1.07;1.01;0.86;0.88;0.87;0.77;0.71;0.63;0.78;0.71;0.58;0.64;0.71;0.59;0.33;0.85;0.90;1.21;1.28;1.60;1.48;1.45;1.19;1.08
LONG;0.5000000;1.0000000;-0.4000000;BAD; 1.2500000;-1.2968750; 25;  0.3861505; 428142000 08_20_00 PC.gif; True; 0.20; 22; 0.35;0.36;0.36;0.25;0.19;0.12;0.27;0.19;0.06;0.13;0.19;0.08;-0.19;0.33;0.39;0.70;0.77;1.09;0.97;0.94;0.68;0.57;0.63;-0.49;-0.60;-1.18;-0.74
LONG;0.5000000;1.0000000;1.0069108;OK; 1.0566557;-0.3602265; 170; - 0.2261017; 428152200 11_10_00 PC.gif; True; 0.20; 29; 0.07;0.43;0.33;0.38;0.48;0.46;0.33;0.18;0.01;-0.19;0.08;0.01;0.06;0.04;-0.04;0.02;0.12;0.12;0.24;0.41;0.54;0.84;0.66;0.59;0.69;0.82;1.00
LONG;0.5000000;1.0000000;1.3000000;OK; 2.7172303;-0.7339063; 25;  0.2063139; 428154000 11_40_00 PC.gif; True; 0.20; 30; -0.04;-0.20;-0.37;-0.57;-0.29;-0.37;-0.32;-0.33;-0.42;-0.35;-0.26;-0.26;-0.13;0.03;0.17;0.46;0.28;0.21;0.32;0.45;0.62;1.03;0.62;1.11;2.19;1.94;2.52
LONG;0.5000000;1.0000000;1.3000000;OK; 3.0191628;-0.2840046; 35;  0.9218140; 428156100 12_15_00 PC.gif; True; 0.20; 23; -0.04;-0.12;-0.06;0.03;0.04;0.16;0.33;0.46;0.76;0.58;0.51;0.61;0.74;0.92;1.32;0.91;1.40;2.48;2.23;2.80;2.21;1.82;2.08;1.84;1.46;1.43;1.53
LONG;0.5000000;1.0000000;1.3000000;OK; 4.1827244;0.3034788; 145;  0.7420060; 428165100 02_45_00 PC.gif; True; 0.20; 26; 0.62;1.01;1.14;0.93;0.70;0.77;0.97;1.42;1.34;1.66;1.74;1.91;1.65;2.06;2.14;1.99;2.01;1.98;2.01;3.25;3.26;3.20;3.79;3.38;3.05;2.49;2.39
LONG;0.5000000;1.0000000;-0.4000000;BAD; -2.7358705;-7.7184797; 155; - 0.8278286; 428174700 05_25_00 PC.gif; True; 0.20; 4; -4.23;-3.54;-4.09;-5.14;-4.58;-4.82;-4.79;-4.52;-6.42;-5.53;-6.63;-5.60;-5.70;-6.02;-5.44;-6.00;-6.34;-7.97;-7.82;-6.65;-6.93;-7.33;-6.55;-6.79;-6.82;-7.23;-7.51
